Nombre,Activa,Condiciones,Destino,Dificultad,Duración,Días de salida,Fuente sheet,Horario,Incluye,Link EN,Link ES,Link PT,Moneda,NETO,Notas,Observaciones,Política menores,Precio menor,Proveedor,Ref. verificación,Tarifario web,Tipo,Validez desde,Validez hasta,photo_url,Categoría paquete
Paseo en Cuatriciclos con Orugas (+5 años) (2 personas),Yes,,Bariloche,Baja,Día completo,,https://docs.google.com/spreadsheets/d/1RKBuvSps2OwtNY7KqniQcd7hpTAI4JRA/edit,,Incluye: recorrido guiado. No incluye: traslados (opcional),https://drive.google.com/drive/folders/1qUquZECwpYcfuBHFjn8o5G_mj0WyJnU9?usp=sharing,https://drive.google.com/drive/folders/1UZS2G399PiYXz5j-_JaWujaq7KdjPdgZ?usp=sharing,https://drive.google.com/drive/folders/19dPFxb-msJEFdzIQsIYFUNiy6e-68f31?usp=sharing,USD,97.5,Opera: Junio a Septiembre. Precio público: USD 130,,Consultar,,CERRO OTTO - SKI NÓRDICO,BARILOCHE > CERRO OTTO - SKI NÓRDICO > Paseo en Cuatriciclos con Orugas (+5 años) (2 personas) | Temp. nieve Junio a Septiembre,,Snow experience,"June 1, 2026","September 30, 2026","https://loremflickr.com/600/375/bariloche,patagonia,argentina,tour,travel,outdoor/all?lock=50051",Upsell
Combo Cuatriciclos con Orugas + Ski (2 Personas),Yes,,Bariloche,Baja,Día completo,,https://docs.google.com/spreadsheets/d/1RKBuvSps2OwtNY7KqniQcd7hpTAI4JRA/edit,,"Incluye: Pase, clases grupales de ski, equipos, recorrido guiado. No incluye: traslados (opcional)",https://drive.google.com/drive/folders/1qUquZECwpYcfuBHFjn8o5G_mj0WyJnU9?usp=sharing,https://drive.google.com/drive/folders/1UZS2G399PiYXz5j-_JaWujaq7KdjPdgZ?usp=sharing,https://drive.google.com/drive/folders/19dPFxb-msJEFdzIQsIYFUNiy6e-68f31?usp=sharing,USD,243,Opera: Junio a Septiembre. Precio público: USD 324,,Consultar,,CERRO OTTO - SKI NÓRDICO,BARILOCHE > CERRO OTTO - SKI NÓRDICO > Combo Cuatriciclos con Orugas + Ski (2 Personas) | Temp. nieve Junio a Septiembre,,Snow experience,"June 1, 2026","September 30, 2026","https://loremflickr.com/600/375/bariloche,patagonia,argentina,ski,snow,mountain/all?lock=76347",Upsell
Combo Cuatriciclos con Orugas + Raquetas (2 Personas),Yes,,Bariloche,Baja,Día completo,,https://docs.google.com/spreadsheets/d/1RKBuvSps2OwtNY7KqniQcd7hpTAI4JRA/edit,,"Incluye: Equipos, caminata guiada, recorrido guiado. No incluye: traslados (opcional)",https://drive.google.com/drive/folders/1qUquZECwpYcfuBHFjn8o5G_mj0WyJnU9?usp=sharing,https://drive.google.com/drive/folders/1UZS2G399PiYXz5j-_JaWujaq7KdjPdgZ?usp=sharing,https://drive.google.com/drive/folders/19dPFxb-msJEFdzIQsIYFUNiy6e-68f31?usp=sharing,USD,155,Opera: Junio a Septiembre. Precio público: USD 207,,Consultar,,CERRO OTTO - SKI NÓRDICO,BARILOCHE > CERRO OTTO - SKI NÓRDICO > Combo Cuatriciclos con Orugas + Raquetas (2 Personas) | Temp. nieve Junio a Septiembre,,Snow experience,"June 1, 2026","September 30, 2026","https://loremflickr.com/600/375/bariloche,patagonia,argentina,tour,travel,outdoor/all?lock=6937",Upsell
NOCHE NÓRDICA - ADULTOS,Yes,,Bariloche,Baja,Medio día,,https://docs.google.com/spreadsheets/d/1RKBuvSps2OwtNY7KqniQcd7hpTAI4JRA/edit,,"Incluye: traslados, comida y bebidas.",https://drive.google.com/drive/folders/1qUquZECwpYcfuBHFjn8o5G_mj0WyJnU9?usp=sharing,https://drive.google.com/drive/folders/1UZS2G399PiYXz5j-_JaWujaq7KdjPdgZ?usp=sharing,https://drive.google.com/drive/folders/19dPFxb-msJEFdzIQsIYFUNiy6e-68f31?usp=sharing,USD,240,Opera: Junio a Septiembre. Precio público: USD 300,,Consultar,,CERRO OTTO - SKI NÓRDICO,BARILOCHE > CERRO OTTO - SKI NÓRDICO > NOCHE NÓRDICA - ADULTOS | Temp. nieve Junio a Septiembre,,Snow experience,"June 1, 2026","September 30, 2026","https://loremflickr.com/600/375/bariloche,patagonia,argentina,tour,travel,outdoor/all?lock=50380",Upsell
NOCHE NÓRDICA - MENORES DE 6 A 12 AÑOS DE EDAD,Yes,,Bariloche,Baja,Medio día,,https://docs.google.com/spreadsheets/d/1RKBuvSps2OwtNY7KqniQcd7hpTAI4JRA/edit,,"Incluye: traslados, comida y bebidas.",https://drive.google.com/drive/folders/1qUquZECwpYcfuBHFjn8o5G_mj0WyJnU9?usp=sharing,https://drive.google.com/drive/folders/1UZS2G399PiYXz5j-_JaWujaq7KdjPdgZ?usp=sharing,https://drive.google.com/drive/folders/19dPFxb-msJEFdzIQsIYFUNiy6e-68f31?usp=sharing,USD,208,Opera: Junio a Septiembre. Precio público: USD 260,,Consultar,,CERRO OTTO - SKI NÓRDICO,BARILOCHE > CERRO OTTO - SKI NÓRDICO > NOCHE NÓRDICA - MENORES DE 6 A 12 AÑOS DE EDAD | Temp. nieve Junio a Septiembre,,Snow experience,"June 1, 2026","September 30, 2026","https://loremflickr.com/600/375/bariloche,patagonia,argentina,tour,travel,outdoor/all?lock=59477",Upsell
NOCHE NÓRDICA - INFANTES DE 3 A 5 AÑOS DE EDAD,Yes,,Bariloche,Baja,Medio día,,https://docs.google.com/spreadsheets/d/1RKBuvSps2OwtNY7KqniQcd7hpTAI4JRA/edit,,"Incluye: traslados, comida y bebidas.",https://drive.google.com/drive/folders/1qUquZECwpYcfuBHFjn8o5G_mj0WyJnU9?usp=sharing,https://drive.google.com/drive/folders/1UZS2G399PiYXz5j-_JaWujaq7KdjPdgZ?usp=sharing,https://drive.google.com/drive/folders/19dPFxb-msJEFdzIQsIYFUNiy6e-68f31?usp=sharing,USD,60,Opera: Junio a Septiembre. Precio público: USD 75,,Consultar,,CERRO OTTO - SKI NÓRDICO,BARILOCHE > CERRO OTTO - SKI NÓRDICO > NOCHE NÓRDICA - INFANTES DE 3 A 5 AÑOS DE EDAD | Temp. nieve Junio a Septiembre,,Snow experience,"June 1, 2026","September 30, 2026","https://loremflickr.com/600/375/bariloche,patagonia,argentina,tour,travel,outdoor/all?lock=10687",Upsell
REFUGIO ROCA NEGRA - ADULTOS,Yes,,Bariloche,Baja,Medio día,,https://docs.google.com/spreadsheets/d/1RKBuvSps2OwtNY7KqniQcd7hpTAI4JRA/edit,,"Incluye: traslados, comida y bebidas",https://drive.google.com/drive/folders/1qUquZECwpYcfuBHFjn8o5G_mj0WyJnU9?usp=sharing,https://drive.google.com/drive/folders/1UZS2G399PiYXz5j-_JaWujaq7KdjPdgZ?usp=sharing,https://drive.google.com/drive/folders/19dPFxb-msJEFdzIQsIYFUNiy6e-68f31?usp=sharing,ARS,"265,000","Opera: Junio a Septiembre. Precio público: $300,000.00",,Consultar,,CERRO LÓPEZ - ROCA NEGRA,BARILOCHE > CERRO LÓPEZ - ROCA NEGRA > REFUGIO ROCA NEGRA - ADULTOS | Temp. nieve Junio a Septiembre,,Snow experience,"June 1, 2026","September 30, 2026","https://loremflickr.com/600/375/bariloche,patagonia,argentina,tour,travel,outdoor/all?lock=23567",Upsell
REFUGIO ROCA NEGRA - MENORES DE 4 A 12 AÑOS DE EDAD,Yes,,Bariloche,Baja,Medio día,,https://docs.google.com/spreadsheets/d/1RKBuvSps2OwtNY7KqniQcd7hpTAI4JRA/edit,,"Incluye: traslados, comida y bebidas",https://drive.google.com/drive/folders/1qUquZECwpYcfuBHFjn8o5G_mj0WyJnU9?usp=sharing,https://drive.google.com/drive/folders/1UZS2G399PiYXz5j-_JaWujaq7KdjPdgZ?usp=sharing,https://drive.google.com/drive/folders/19dPFxb-msJEFdzIQsIYFUNiy6e-68f31?usp=sharing,ARS,"220,000","Opera: Junio a Septiembre. Precio público: $250,000.00",,Consultar,,CERRO LÓPEZ - ROCA NEGRA,BARILOCHE > CERRO LÓPEZ - ROCA NEGRA > REFUGIO ROCA NEGRA - MENORES DE 4 A 12 AÑOS DE EDAD | Temp. nieve Junio a Septiembre,,Snow experience,"June 1, 2026","September 30, 2026","https://loremflickr.com/600/375/bariloche,patagonia,argentina,tour,travel,outdoor/all?lock=93243",Upsell
REFUGIO ARELAUQUEN - NOCTURNO - ADULTOS,Yes,,Bariloche,Baja,Medio día,,https://docs.google.com/spreadsheets/d/1RKBuvSps2OwtNY7KqniQcd7hpTAI4JRA/edit,,"Incluye: traslados, comida y bebidas",https://drive.google.com/drive/folders/1qUquZECwpYcfuBHFjn8o5G_mj0WyJnU9?usp=sharing,https://drive.google.com/drive/folders/1UZS2G399PiYXz5j-_JaWujaq7KdjPdgZ?usp=sharing,https://drive.google.com/drive/folders/19dPFxb-msJEFdzIQsIYFUNiy6e-68f31?usp=sharing,USD,270,Opera: Junio a Septiembre. Precio público: USD 300,,Consultar,,CERRO OTTO - REFUGIO ARELAUQUEN,BARILOCHE > CERRO OTTO - REFUGIO ARELAUQUEN > REFUGIO ARELAUQUEN - NOCTURNO - ADULTOS | Temp. nieve Junio a Septiembre,,Snow experience,"June 1, 2026","September 30, 2026","https://loremflickr.com/600/375/bariloche,patagonia,argentina,tour,travel,outdoor/all?lock=41195",Upsell
REFUGIO ARELAUQUEN - NOCTURNO - MENORES DE 6 A 12 AÑOS DE EDAD,Yes,,Bariloche,Baja,Medio día,,https://docs.google.com/spreadsheets/d/1RKBuvSps2OwtNY7KqniQcd7hpTAI4JRA/edit,,"Incluye: traslados, comida y bebidas",https://drive.google.com/drive/folders/1qUquZECwpYcfuBHFjn8o5G_mj0WyJnU9?usp=sharing,https://drive.google.com/drive/folders/1UZS2G399PiYXz5j-_JaWujaq7KdjPdgZ?usp=sharing,https://drive.google.com/drive/folders/19dPFxb-msJEFdzIQsIYFUNiy6e-68f31?usp=sharing,USD,234,Opera: Junio a Septiembre. Precio público: USD 260,,Consultar,,CERRO OTTO - REFUGIO ARELAUQUEN,BARILOCHE > CERRO OTTO - REFUGIO ARELAUQUEN > REFUGIO ARELAUQUEN - NOCTURNO - MENORES DE 6 A 12 AÑOS DE EDAD | Temp. nieve Junio a Septiembre,,Snow experience,"June 1, 2026","September 30, 2026","https://loremflickr.com/600/375/bariloche,patagonia,argentina,tour,travel,outdoor/all?lock=89371",Upsell
CLASES DE BAUTISMO DE SKI EN WINTER PARK,Yes,,Bariloche,Baja,Medio día,,https://docs.google.com/spreadsheets/d/1RKBuvSps2OwtNY7KqniQcd7hpTAI4JRA/edit,,"Incluye: clases de ski, equipo, pase. No incluye: traslados (opcional)",https://drive.google.com/drive/folders/1qUquZECwpYcfuBHFjn8o5G_mj0WyJnU9?usp=sharing,https://drive.google.com/drive/folders/1UZS2G399PiYXz5j-_JaWujaq7KdjPdgZ?usp=sharing,https://drive.google.com/drive/folders/19dPFxb-msJEFdzIQsIYFUNiy6e-68f31?usp=sharing,ARS,"220,000",Opera: Junio a Septiembre. Precio público: -,,Consultar,,CERRO OTTO - WINTER PARK,BARILOCHE > CERRO OTTO - WINTER PARK > CLASES DE BAUTISMO DE SKI EN WINTER PARK | Temp. nieve Junio a Septiembre,,Snow experience,"June 1, 2026","September 30, 2026","https://loremflickr.com/600/375/bariloche,patagonia,argentina,ski,snow,mountain/all?lock=28303",Upsell
CLASES PRIVADAS DE SKI EN WINTER PARK,Yes,,Bariloche,Baja,Medio día,,https://docs.google.com/spreadsheets/d/1RKBuvSps2OwtNY7KqniQcd7hpTAI4JRA/edit,,"Incluye: clases de ski, equipo, pase. No incluye: traslados (opcional)",https://drive.google.com/drive/folders/1qUquZECwpYcfuBHFjn8o5G_mj0WyJnU9?usp=sharing,https://drive.google.com/drive/folders/1UZS2G399PiYXz5j-_JaWujaq7KdjPdgZ?usp=sharing,https://drive.google.com/drive/folders/19dPFxb-msJEFdzIQsIYFUNiy6e-68f31?usp=sharing,ARS,"330,000",Opera: Junio a Septiembre. Precio público: -,,Consultar,,CERRO OTTO - WINTER PARK,BARILOCHE > CERRO OTTO - WINTER PARK > CLASES PRIVADAS DE SKI EN WINTER PARK | Temp. nieve Junio a Septiembre,,Snow experience,"June 1, 2026","September 30, 2026","https://loremflickr.com/600/375/bariloche,patagonia,argentina,ski,snow,mountain/all?lock=80878",Upsell
CAMINATA CON RAQUETAS EN WINTER PARK,Yes,,Bariloche,Baja,Medio día,,https://docs.google.com/spreadsheets/d/1RKBuvSps2OwtNY7KqniQcd7hpTAI4JRA/edit,,Incluye: caminata con raquetas. No incluye: traslados (opcional),https://drive.google.com/drive/folders/1qUquZECwpYcfuBHFjn8o5G_mj0WyJnU9?usp=sharing,https://drive.google.com/drive/folders/1UZS2G399PiYXz5j-_JaWujaq7KdjPdgZ?usp=sharing,https://drive.google.com/drive/folders/19dPFxb-msJEFdzIQsIYFUNiy6e-68f31?usp=sharing,ARS,"60,000",Opera: Junio a Septiembre. Precio público: -,,Consultar,,CERRO OTTO - WINTER PARK,BARILOCHE > CERRO OTTO - WINTER PARK > CAMINATA CON RAQUETAS EN WINTER PARK | Temp. nieve Junio a Septiembre,,Snow experience,"June 1, 2026","September 30, 2026","https://loremflickr.com/600/375/bariloche,patagonia,argentina,mountain,hiking,patagonia/all?lock=74355",Upsell
TRASLADO IDA Y REGRESO A COMPLEJO WINTER PARK,Yes,,Bariloche,Baja,Medio día,,https://docs.google.com/spreadsheets/d/1RKBuvSps2OwtNY7KqniQcd7hpTAI4JRA/edit,,Traslados dese hoteles y/o puntos de encuentro,https://drive.google.com/drive/folders/1qUquZECwpYcfuBHFjn8o5G_mj0WyJnU9?usp=sharing,https://drive.google.com/drive/folders/1UZS2G399PiYXz5j-_JaWujaq7KdjPdgZ?usp=sharing,https://drive.google.com/drive/folders/19dPFxb-msJEFdzIQsIYFUNiy6e-68f31?usp=sharing,ARS,"35,000",Opera: Junio a Septiembre. Precio público: -,,Consultar,,CERRO OTTO - WINTER PARK,BARILOCHE > CERRO OTTO - WINTER PARK > TRASLADO IDA Y REGRESO A COMPLEJO WINTER PARK | Temp. nieve Junio a Septiembre,,Snow experience,"June 1, 2026","September 30, 2026","https://loremflickr.com/600/375/bariloche,patagonia,argentina,transport,road,landscape/all?lock=7872",Adicional
WINTER NIGHT - ADULTOS,Yes,,Bariloche,Baja,Medio día,,https://docs.google.com/spreadsheets/d/1RKBuvSps2OwtNY7KqniQcd7hpTAI4JRA/edit,,"Incluye: traslados, comida y bebidas, clases de ski o caminata con raquetas.",https://drive.google.com/drive/folders/1qUquZECwpYcfuBHFjn8o5G_mj0WyJnU9?usp=sharing,https://drive.google.com/drive/folders/1UZS2G399PiYXz5j-_JaWujaq7KdjPdgZ?usp=sharing,https://drive.google.com/drive/folders/19dPFxb-msJEFdzIQsIYFUNiy6e-68f31?usp=sharing,ARS,"250,000",Opera: Junio a Septiembre. Precio público: -,,Consultar,,CERRO OTTO - WINTER PARK,BARILOCHE > CERRO OTTO - WINTER PARK > WINTER NIGHT - ADULTOS | Temp. nieve Junio a Septiembre,,Snow experience,"June 1, 2026","September 30, 2026","https://loremflickr.com/600/375/bariloche,patagonia,argentina,tour,travel,outdoor/all?lock=10576",Upsell
WINTER NIGHT - MENORES DE 5 A 18 AÑOS DE EDAD,Yes,,Bariloche,Baja,Medio día,,https://docs.google.com/spreadsheets/d/1RKBuvSps2OwtNY7KqniQcd7hpTAI4JRA/edit,,"Incluye: traslados, comida y bebidas, clases de ski o caminata con raquetas.",https://drive.google.com/drive/folders/1qUquZECwpYcfuBHFjn8o5G_mj0WyJnU9?usp=sharing,https://drive.google.com/drive/folders/1UZS2G399PiYXz5j-_JaWujaq7KdjPdgZ?usp=sharing,https://drive.google.com/drive/folders/19dPFxb-msJEFdzIQsIYFUNiy6e-68f31?usp=sharing,ARS,"230,000",Opera: Junio a Septiembre. Precio público: -,,Consultar,,CERRO OTTO - WINTER PARK,BARILOCHE > CERRO OTTO - WINTER PARK > WINTER NIGHT - MENORES DE 5 A 18 AÑOS DE EDAD | Temp. nieve Junio a Septiembre,,Snow experience,"June 1, 2026","September 30, 2026","https://loremflickr.com/600/375/bariloche,patagonia,argentina,tour,travel,outdoor/all?lock=6756",Upsell
DIA DE SKI NÓRDICO (+ DE 5 AÑOS),Yes,,Bariloche,Baja,Día completo,,https://docs.google.com/spreadsheets/d/1RKBuvSps2OwtNY7KqniQcd7hpTAI4JRA/edit,,"Incluye: Pase, clases grupales de ski, equipos. No incluye: traslados (opcional)",https://drive.google.com/drive/folders/1qUquZECwpYcfuBHFjn8o5G_mj0WyJnU9?usp=sharing,https://drive.google.com/drive/folders/1UZS2G399PiYXz5j-_JaWujaq7KdjPdgZ?usp=sharing,https://drive.google.com/drive/folders/19dPFxb-msJEFdzIQsIYFUNiy6e-68f31?usp=sharing,USD,117,Opera: Junio a Septiembre. Precio público: USD 130,,Consultar,,CERRO OTTO - SKI NÓRDICO (BRC Nieve),BARILOCHE > CERRO OTTO - SKI NÓRDICO (BRC Nieve) > DIA DE SKI NÓRDICO (+ DE 5 AÑOS) | Temp. nieve Junio a Septiembre,,Snow experience,"June 1, 2026","September 30, 2026","https://loremflickr.com/600/375/bariloche,patagonia,argentina,ski,snow,mountain/all?lock=90189",Upsell
MEDIO DIA DE SKI NÓRDICO (+ DE 5 AÑOS),Yes,,Bariloche,Baja,Medio día,,https://docs.google.com/spreadsheets/d/1RKBuvSps2OwtNY7KqniQcd7hpTAI4JRA/edit,,"Incluye: Pase, clases grupales de ski, equipos. No incluye: traslados (opcional)",https://drive.google.com/drive/folders/1qUquZECwpYcfuBHFjn8o5G_mj0WyJnU9?usp=sharing,https://drive.google.com/drive/folders/1UZS2G399PiYXz5j-_JaWujaq7KdjPdgZ?usp=sharing,https://drive.google.com/drive/folders/19dPFxb-msJEFdzIQsIYFUNiy6e-68f31?usp=sharing,USD,82,Opera: Junio a Septiembre. Precio público: USD 91,,Consultar,,CERRO OTTO - SKI NÓRDICO (BRC Nieve),BARILOCHE > CERRO OTTO - SKI NÓRDICO (BRC Nieve) > MEDIO DIA DE SKI NÓRDICO (+ DE 5 AÑOS) | Temp. nieve Junio a Septiembre,,Snow experience,"June 1, 2026","September 30, 2026","https://loremflickr.com/600/375/bariloche,patagonia,argentina,ski,snow,mountain/all?lock=32043",Upsell
CAMINATA CON RAQUETAS ( + DE 5 AÑOS),Yes,,Bariloche,Baja,Medio día,,https://docs.google.com/spreadsheets/d/1RKBuvSps2OwtNY7KqniQcd7hpTAI4JRA/edit,,"Incluye: Equipos, caminata guiada. No incluye: traslados (opcional)",https://drive.google.com/drive/folders/1qUquZECwpYcfuBHFjn8o5G_mj0WyJnU9?usp=sharing,https://drive.google.com/drive/folders/1UZS2G399PiYXz5j-_JaWujaq7KdjPdgZ?usp=sharing,https://drive.google.com/drive/folders/19dPFxb-msJEFdzIQsIYFUNiy6e-68f31?usp=sharing,USD,45,Opera: Junio a Septiembre. Precio público: USD 50,,Consultar,,CERRO OTTO - SKI NÓRDICO (BRC Nieve),BARILOCHE > CERRO OTTO - SKI NÓRDICO (BRC Nieve) > CAMINATA CON RAQUETAS ( + DE 5 AÑOS) | Temp. nieve Junio a Septiembre,,Snow experience,"June 1, 2026","September 30, 2026","https://loremflickr.com/600/375/bariloche,patagonia,argentina,mountain,hiking,patagonia/all?lock=87130",Upsell
PASEO EN CAN-AM DEFENDER CON ORUGAS (+ DE 3 AÑOS),Yes,,Bariloche,Baja,Medio día,,https://docs.google.com/spreadsheets/d/1RKBuvSps2OwtNY7KqniQcd7hpTAI4JRA/edit,,Incluye: recorrido guiado. No incluye: traslados (opcional),https://drive.google.com/drive/folders/1qUquZECwpYcfuBHFjn8o5G_mj0WyJnU9?usp=sharing,https://drive.google.com/drive/folders/1UZS2G399PiYXz5j-_JaWujaq7KdjPdgZ?usp=sharing,https://drive.google.com/drive/folders/19dPFxb-msJEFdzIQsIYFUNiy6e-68f31?usp=sharing,USD,45,Opera: Junio a Septiembre. Precio público: USD 50,,Consultar,,CERRO OTTO - SKI NÓRDICO (BRC Nieve),BARILOCHE > CERRO OTTO - SKI NÓRDICO (BRC Nieve) > PASEO EN CAN-AM DEFENDER CON ORUGAS (+ DE 3 AÑOS) | Temp. nieve Junio a Septiembre,,Snow experience,"June 1, 2026","September 30, 2026","https://loremflickr.com/600/375/bariloche,patagonia,argentina,tour,travel,outdoor/all?lock=36556",Upsell
PASEO EN MOTO DE NIEVE (+ DE 5 AÑOS) 2 PAX POR MOTO,Yes,,Bariloche,Baja,Medio día,,https://docs.google.com/spreadsheets/d/1RKBuvSps2OwtNY7KqniQcd7hpTAI4JRA/edit,,Incluye: recorrido guiado. No incluye: traslados (opcional),https://drive.google.com/drive/folders/1qUquZECwpYcfuBHFjn8o5G_mj0WyJnU9?usp=sharing,https://drive.google.com/drive/folders/1UZS2G399PiYXz5j-_JaWujaq7KdjPdgZ?usp=sharing,https://drive.google.com/drive/folders/19dPFxb-msJEFdzIQsIYFUNiy6e-68f31?usp=sharing,USD,117,Opera: Junio a Septiembre. Precio público: USD 130,,Consultar,,CERRO OTTO - SKI NÓRDICO (BRC Nieve),BARILOCHE > CERRO OTTO - SKI NÓRDICO (BRC Nieve) > PASEO EN MOTO DE NIEVE (+ DE 5 AÑOS) 2 PAX POR MOTO | Temp. nieve Junio a Septiembre,,Snow experience,"June 1, 2026","September 30, 2026","https://loremflickr.com/600/375/bariloche,patagonia,argentina,ski,snow,mountain/all?lock=2288",Upsell
TRASLADO IDA Y REGRESO AL COMPLEJO CTRO. SKI NÓRDICO,Yes,,Bariloche,Baja,Medio día,,https://docs.google.com/spreadsheets/d/1RKBuvSps2OwtNY7KqniQcd7hpTAI4JRA/edit,,Traslados desde hoteles y/o puntos de encuentro,https://drive.google.com/drive/folders/1qUquZECwpYcfuBHFjn8o5G_mj0WyJnU9?usp=sharing,https://drive.google.com/drive/folders/1UZS2G399PiYXz5j-_JaWujaq7KdjPdgZ?usp=sharing,https://drive.google.com/drive/folders/19dPFxb-msJEFdzIQsIYFUNiy6e-68f31?usp=sharing,USD,23,Opera: Junio a Septiembre. Precio público: USD 25,,Consultar,,CERRO OTTO - SKI NÓRDICO (BRC Nieve),BARILOCHE > CERRO OTTO - SKI NÓRDICO (BRC Nieve) > TRASLADO IDA Y REGRESO AL COMPLEJO CTRO. SKI NÓRDICO | Temp. nieve Junio a Septiembre,,Snow experience,"June 1, 2026","September 30, 2026","https://loremflickr.com/600/375/bariloche,patagonia,argentina,ski,snow,mountain/all?lock=83027",Adicional
NOCHE NÓRDICA - ADULTOS,Yes,,Bariloche,Baja,Medio día,,https://docs.google.com/spreadsheets/d/1RKBuvSps2OwtNY7KqniQcd7hpTAI4JRA/edit,,"Incluye: traslados, comida y bebidas.",https://drive.google.com/drive/folders/1qUquZECwpYcfuBHFjn8o5G_mj0WyJnU9?usp=sharing,https://drive.google.com/drive/folders/1UZS2G399PiYXz5j-_JaWujaq7KdjPdgZ?usp=sharing,https://drive.google.com/drive/folders/19dPFxb-msJEFdzIQsIYFUNiy6e-68f31?usp=sharing,USD,270,Opera: Junio a Septiembre. Precio público: USD 300,,Consultar,,CERRO OTTO - SKI NÓRDICO (BRC Nieve),BARILOCHE > CERRO OTTO - SKI NÓRDICO (BRC Nieve) > NOCHE NÓRDICA - ADULTOS | Temp. nieve Junio a Septiembre,,Snow experience,"June 1, 2026","September 30, 2026","https://loremflickr.com/600/375/bariloche,patagonia,argentina,tour,travel,outdoor/all?lock=6565",Upsell
NOCHE NÓRDICA - MENORES DE 6 A 12 AÑOS DE EDAD,Yes,,Bariloche,Baja,Medio día,,https://docs.google.com/spreadsheets/d/1RKBuvSps2OwtNY7KqniQcd7hpTAI4JRA/edit,,"Incluye: traslados, comida y bebidas.",https://drive.google.com/drive/folders/1qUquZECwpYcfuBHFjn8o5G_mj0WyJnU9?usp=sharing,https://drive.google.com/drive/folders/1UZS2G399PiYXz5j-_JaWujaq7KdjPdgZ?usp=sharing,https://drive.google.com/drive/folders/19dPFxb-msJEFdzIQsIYFUNiy6e-68f31?usp=sharing,USD,234,Opera: Junio a Septiembre. Precio público: USD 260,,Consultar,,CERRO OTTO - SKI NÓRDICO (BRC Nieve),BARILOCHE > CERRO OTTO - SKI NÓRDICO (BRC Nieve) > NOCHE NÓRDICA - MENORES DE 6 A 12 AÑOS DE EDAD | Temp. nieve Junio a Septiembre,,Snow experience,"June 1, 2026","September 30, 2026","https://loremflickr.com/600/375/bariloche,patagonia,argentina,tour,travel,outdoor/all?lock=23418",Upsell
NOCHE NÓRDICA - INFANTES DE 3 A 5 AÑOS DE EDAD,Yes,,Bariloche,Baja,Medio día,,https://docs.google.com/spreadsheets/d/1RKBuvSps2OwtNY7KqniQcd7hpTAI4JRA/edit,,"Incluye: traslados, comida y bebidas.",https://drive.google.com/drive/folders/1qUquZECwpYcfuBHFjn8o5G_mj0WyJnU9?usp=sharing,https://drive.google.com/drive/folders/1UZS2G399PiYXz5j-_JaWujaq7KdjPdgZ?usp=sharing,https://drive.google.com/drive/folders/19dPFxb-msJEFdzIQsIYFUNiy6e-68f31?usp=sharing,USD,67.5,Opera: Junio a Septiembre. Precio público: USD 75,,Consultar,,CERRO OTTO - SKI NÓRDICO (BRC Nieve),BARILOCHE > CERRO OTTO - SKI NÓRDICO (BRC Nieve) > NOCHE NÓRDICA - INFANTES DE 3 A 5 AÑOS DE EDAD | Temp. nieve Junio a Septiembre,,Snow experience,"June 1, 2026","September 30, 2026","https://loremflickr.com/600/375/bariloche,patagonia,argentina,tour,travel,outdoor/all?lock=1623",Upsell
WINTER LUNCH - ADULTOS,Yes,,Bariloche,Baja,Medio día,,https://docs.google.com/spreadsheets/d/1RKBuvSps2OwtNY7KqniQcd7hpTAI4JRA/edit,,"Precio por pax. Incluye: traslados, comida y bebidas",https://drive.google.com/drive/folders/1qUquZECwpYcfuBHFjn8o5G_mj0WyJnU9?usp=sharing,https://drive.google.com/drive/folders/1UZS2G399PiYXz5j-_JaWujaq7KdjPdgZ?usp=sharing,https://drive.google.com/drive/folders/19dPFxb-msJEFdzIQsIYFUNiy6e-68f31?usp=sharing,ARS,"360,000","Opera: Junio a Septiembre. Precio público: $400,000.00",,Consultar,,CERRO CATEDRAL - LA CUEVA,BARILOCHE > CERRO CATEDRAL - LA CUEVA > WINTER LUNCH - ADULTOS | Temp. nieve Junio a Septiembre,,Snow experience,"June 1, 2026","September 30, 2026","https://loremflickr.com/600/375/bariloche,patagonia,argentina,tour,travel,outdoor/all?lock=77610",Upsell
WINTER LUNCH - MENORES DE 6 A 12 AÑOS DE EDAD,Yes,,Bariloche,Baja,Medio día,,https://docs.google.com/spreadsheets/d/1RKBuvSps2OwtNY7KqniQcd7hpTAI4JRA/edit,,"Precio por pax. Incluye: traslados, comida y bebidas",https://drive.google.com/drive/folders/1qUquZECwpYcfuBHFjn8o5G_mj0WyJnU9?usp=sharing,https://drive.google.com/drive/folders/1UZS2G399PiYXz5j-_JaWujaq7KdjPdgZ?usp=sharing,https://drive.google.com/drive/folders/19dPFxb-msJEFdzIQsIYFUNiy6e-68f31?usp=sharing,ARS,"324,000","Opera: Junio a Septiembre. Precio público: $360,000.00",,Consultar,,CERRO CATEDRAL - LA CUEVA,BARILOCHE > CERRO CATEDRAL - LA CUEVA > WINTER LUNCH - MENORES DE 6 A 12 AÑOS DE EDAD | Temp. nieve Junio a Septiembre,,Snow experience,"June 1, 2026","September 30, 2026","https://loremflickr.com/600/375/bariloche,patagonia,argentina,tour,travel,outdoor/all?lock=62221",Upsell
